Execution Time,Expectation Value,State_0,State_1,State_2,State_3,State_4,State_5,State_6,State_7
1.3184692859649658,0.786,0.8565,0.0235,0.0315,0.0045,0.044,0.011,0.021,0.008
1.33351469039917,0.777,0.838,0.0245,0.042,0.01,0.0375,0.018,0.0225,0.0075
1.2950656414031982,0.756,0.84,0.0285,0.04,0.012,0.0405,0.0095,0.0165,0.013
1.3542132377624512,0.812,0.87,0.022,0.0355,0.0085,0.032,0.0115,0.016,0.0045
1.2911779880523682,0.783,0.8515,0.0255,0.0345,0.009,0.0395,0.015,0.016,0.009
1.3008184432983398,0.78,0.848,0.0235,0.035,0.0085,0.0385,0.015,0.0185,0.013
1.2921202182769775,0.779,0.849,0.024,0.0335,0.005,0.043,0.0135,0.022,0.01
1.286470890045166,0.775,0.8425,0.023,0.031,0.0095,0.0465,0.016,0.0195,0.012
1.321730375289917,0.769,0.8445,0.0335,0.035,0.005,0.041,0.012,0.023,0.006
1.2755892276763916,0.786,0.85,0.0235,0.0275,0.0045,0.052,0.015,0.0235,0.004
1.25872802734375,0.77,0.8475,0.0285,0.036,0.009,0.044,0.0145,0.014,0.0065
1.317122220993042,0.772,0.8445,0.0235,0.0335,0.01,0.044,0.017,0.0145,0.013
1.257948398590088,0.768,0.844,0.0295,0.0375,0.01,0.0345,0.0135,0.0165,0.0145
1.3486049175262451,0.778,0.837,0.028,0.038,0.0175,0.0375,0.0125,0.022,0.0075
1.2322845458984375,0.775,0.838,0.0215,0.033,0.007,0.052,0.014,0.0285,0.006
1.2860586643218994,0.805,0.867,0.0265,0.03,0.0085,0.035,0.01,0.017,0.006
1.314133644104004,0.77,0.8335,0.0265,0.044,0.016,0.037,0.0175,0.018,0.0075
1.29136061668396,0.786,0.8565,0.027,0.037,0.0125,0.0315,0.012,0.012,0.0115
1.2884550094604492,0.782,0.8525,0.0275,0.032,0.0105,0.038,0.011,0.017,0.0115
1.2764389514923096,0.783,0.8495,0.027,0.031,0.007,0.042,0.009,0.026,0.0085
1.3411903381347656,0.782,0.843,0.0245,0.0425,0.017,0.036,0.016,0.015,0.006
1.3123400211334229,0.775,0.834,0.025,0.0385,0.0145,0.037,0.017,0.022,0.012
1.3565070629119873,0.797,0.8635,0.031,0.03,0.0065,0.0325,0.0125,0.016,0.008
1.3036179542541504,0.786,0.853,0.025,0.034,0.009,0.0355,0.0115,0.0195,0.0125
1.3082835674285889,0.792,0.858,0.0295,0.038,0.0065,0.0295,0.0135,0.018,0.007
1.2391088008880615,0.756,0.828,0.033,0.048,0.013,0.0325,0.0135,0.0235,0.0085
1.3181915283203125,0.791,0.8605,0.024,0.0385,0.007,0.035,0.011,0.017,0.007
1.2801027297973633,0.79,0.8565,0.0225,0.036,0.011,0.037,0.012,0.0155,0.0095
1.339369535446167,0.769,0.8415,0.021,0.0415,0.005,0.0475,0.015,0.023,0.0055
1.354764461517334,0.789,0.8545,0.02,0.031,0.011,0.041,0.0125,0.0165,0.0135
1.297738790512085,0.792,0.8515,0.0325,0.0365,0.007,0.0305,0.0135,0.024,0.0045
1.2732441425323486,0.794,0.8565,0.0275,0.0325,0.0065,0.037,0.0105,0.0235,0.006
1.36519455909729,0.768,0.8405,0.032,0.0375,0.012,0.0385,0.017,0.0145,0.008
1.3047480583190918,0.741,0.82,0.0305,0.049,0.0135,0.037,0.014,0.023,0.013
1.3069496154785156,0.791,0.8555,0.022,0.029,0.0045,0.0465,0.013,0.0225,0.007
1.3713476657867432,0.784,0.8535,0.0225,0.031,0.008,0.0455,0.013,0.0175,0.009
1.4600658416748047,0.784,0.857,0.0245,0.033,0.004,0.0405,0.012,0.019,0.01
1.3357646465301514,0.746,0.825,0.033,0.046,0.014,0.0375,0.017,0.017,0.0105
1.3655743598937988,0.777,0.853,0.023,0.034,0.007,0.0395,0.008,0.0205,0.015
1.3344624042510986,0.774,0.844,0.0255,0.0375,0.0055,0.043,0.0155,0.022,0.007
1.3744709491729736,0.777,0.853,0.0205,0.035,0.0065,0.0495,0.014,0.015,0.0065
1.3785350322723389,0.761,0.8335,0.025,0.0405,0.0125,0.0405,0.0155,0.019,0.0135
1.3467652797698975,0.774,0.838,0.0285,0.0365,0.014,0.038,0.014,0.021,0.01
1.318859577178955,0.771,0.846,0.024,0.0435,0.011,0.0385,0.0145,0.014,0.0085
1.3189985752105713,0.758,0.829,0.032,0.04,0.0115,0.036,0.0145,0.024,0.013
1.3546788692474365,0.807,0.867,0.025,0.0325,0.0055,0.033,0.0095,0.0215,0.006
1.3290948867797852,0.782,0.852,0.027,0.036,0.0055,0.0375,0.0095,0.024,0.0085
1.3164734840393066,0.757,0.839,0.03,0.0435,0.0075,0.0395,0.0155,0.0165,0.0085
1.2993700504302979,0.771,0.8415,0.027,0.042,0.0125,0.0355,0.011,0.0205,0.01
1.3361663818359375,0.785,0.8385,0.0305,0.032,0.012,0.0365,0.0175,0.0245,0.0085
1.3180358409881592,0.778,0.8435,0.025,0.0425,0.005,0.036,0.014,0.0265,0.0075
1.355999231338501,0.793,0.8545,0.0255,0.0395,0.0075,0.0305,0.016,0.0185,0.008
1.256465196609497,0.731,0.829,0.0305,0.041,0.0055,0.0525,0.013,0.018,0.0105
1.286787986755371,0.781,0.8505,0.0255,0.0325,0.0065,0.043,0.0125,0.021,0.0085
1.3324296474456787,0.772,0.842,0.027,0.035,0.01,0.0425,0.0105,0.0235,0.0095
1.3771240711212158,0.761,0.838,0.0295,0.0365,0.009,0.042,0.013,0.0205,0.0115
1.3349609375,0.744,0.8225,0.029,0.0415,0.013,0.0415,0.015,0.0215,0.016
1.2957689762115479,0.773,0.832,0.0235,0.0415,0.0185,0.04,0.0125,0.0235,0.0085
1.3621635437011719,0.771,0.844,0.0275,0.041,0.015,0.037,0.01,0.0165,0.009
1.3122780323028564,0.787,0.8465,0.0175,0.036,0.0115,0.038,0.0135,0.022,0.015
1.3715219497680664,0.797,0.86,0.033,0.029,0.0085,0.027,0.01,0.02,0.0125
1.2934973239898682,0.797,0.869,0.0215,0.0405,0.0045,0.033,0.01,0.015,0.0065
1.3816719055175781,0.77,0.8445,0.036,0.0305,0.0085,0.0415,0.0105,0.0215,0.007
1.3231208324432373,0.806,0.87,0.025,0.0315,0.008,0.031,0.009,0.016,0.0095
1.373795509338379,0.769,0.8415,0.028,0.0335,0.007,0.05,0.011,0.025,0.004
1.2862896919250488,0.776,0.851,0.029,0.032,0.0095,0.042,0.0095,0.018,0.009
1.355224847793579,0.737,0.8185,0.0315,0.0475,0.0135,0.0415,0.013,0.0235,0.011
1.3096389770507812,0.757,0.8385,0.0235,0.0405,0.0055,0.048,0.011,0.0235,0.0095
1.3469963073730469,0.778,0.848,0.0235,0.036,0.0065,0.0445,0.0125,0.022,0.007
1.3207964897155762,0.807,0.8735,0.024,0.029,0.01,0.032,0.007,0.013,0.0115
1.3127686977386475,0.76,0.839,0.0295,0.0315,0.0075,0.0445,0.0105,0.023,0.0145
1.4098119735717773,0.783,0.8555,0.029,0.032,0.0095,0.037,0.009,0.0175,0.0105
1.396869421005249,0.797,0.869,0.0235,0.031,0.005,0.0405,0.0105,0.014,0.0065
1.2726991176605225,0.799,0.8645,0.03,0.0325,0.008,0.031,0.013,0.014,0.007
1.2880346775054932,0.787,0.858,0.02,0.039,0.006,0.0345,0.009,0.0205,0.013
1.5120952129364014,0.797,0.8495,0.0255,0.028,0.0085,0.041,0.013,0.0275,0.007
1.3127162456512451,0.787,0.845,0.0225,0.0415,0.009,0.034,0.0095,0.03,0.0085
1.3299801349639893,0.795,0.865,0.029,0.0325,0.0065,0.032,0.009,0.017,0.009
1.3432927131652832,0.784,0.8535,0.0255,0.0255,0.004,0.047,0.009,0.0255,0.01
1.3776473999023438,0.791,0.8575,0.0245,0.025,0.0085,0.0465,0.009,0.0205,0.0085
2.3207011222839355,0.776,0.8375,0.0215,0.042,0.013,0.0375,0.0185,0.019,0.011
1.300837755203247,0.782,0.841,0.0245,0.0395,0.0145,0.033,0.0155,0.02,0.012
1.3806204795837402,0.794,0.853,0.0195,0.037,0.0075,0.036,0.0135,0.023,0.0105
1.3882277011871338,0.814,0.864,0.0285,0.027,0.0115,0.028,0.0175,0.014,0.0095
1.3916523456573486,0.817,0.865,0.0225,0.0335,0.011,0.0265,0.017,0.0155,0.009
1.2839436531066895,0.777,0.853,0.0255,0.038,0.0055,0.037,0.013,0.017,0.011
1.3457484245300293,0.764,0.8285,0.03,0.0415,0.0175,0.0315,0.0165,0.0195,0.015
1.3428051471710205,0.808,0.859,0.0255,0.0325,0.006,0.034,0.011,0.028,0.004
1.3214285373687744,0.788,0.852,0.026,0.0385,0.01,0.03,0.0085,0.0235,0.0115
1.3446061611175537,0.766,0.832,0.032,0.0345,0.0155,0.043,0.0215,0.014,0.0075
1.2811517715454102,0.788,0.8525,0.021,0.0355,0.0055,0.044,0.012,0.024,0.0055
1.3621714115142822,0.791,0.8495,0.0215,0.0305,0.009,0.0415,0.013,0.024,0.011
1.3141238689422607,0.769,0.8405,0.027,0.034,0.0075,0.042,0.009,0.0275,0.0125
1.2964882850646973,0.785,0.8495,0.0315,0.0375,0.012,0.0315,0.014,0.017,0.007
1.2961435317993164,0.776,0.847,0.0265,0.0305,0.0085,0.042,0.013,0.0195,0.013
1.3059577941894531,0.772,0.8345,0.031,0.032,0.014,0.041,0.019,0.0185,0.01
1.3498718738555908,0.742,0.8335,0.024,0.0385,0.006,0.057,0.0125,0.019,0.0095
1.2953979969024658,0.785,0.8535,0.0265,0.038,0.012,0.033,0.0125,0.0145,0.01
1.3254773616790771,0.762,0.84,0.0295,0.0445,0.0085,0.0405,0.011,0.0215,0.0045
1.29732346534729,0.786,0.855,0.0265,0.042,0.0105,0.0265,0.009,0.0185,0.012
1.3042793273925781,0.765,0.8545,0.029,0.0345,0.005,0.0435,0.0115,0.0115,0.0105
1.380366325378418,0.756,0.835,0.0335,0.038,0.01,0.036,0.0135,0.0195,0.0145
1.360945701599121,0.802,0.8665,0.0275,0.0345,0.0125,0.0285,0.0075,0.0145,0.0085
1.3333208560943604,0.788,0.8575,0.0275,0.0435,0.0065,0.029,0.0135,0.0165,0.006
1.3395473957061768,0.771,0.8355,0.025,0.041,0.015,0.0345,0.016,0.019,0.014
1.353510856628418,0.805,0.864,0.0345,0.03,0.0065,0.029,0.009,0.023,0.004
1.2943198680877686,0.77,0.8395,0.021,0.043,0.016,0.0415,0.0125,0.017,0.0095
1.3839607238769531,0.785,0.8565,0.026,0.0365,0.006,0.0365,0.013,0.017,0.0085
1.4175148010253906,0.796,0.8565,0.028,0.037,0.0085,0.0305,0.0135,0.0195,0.0065
1.3858506679534912,0.77,0.8395,0.032,0.0395,0.0115,0.033,0.015,0.019,0.0105
1.3243663311004639,0.772,0.835,0.028,0.036,0.009,0.037,0.0165,0.0255,0.013
1.4263145923614502,0.789,0.862,0.0225,0.0355,0.0085,0.035,0.01,0.014,0.0125
1.356372594833374,0.794,0.8575,0.026,0.0345,0.0085,0.0315,0.0135,0.0175,0.011
1.2903969287872314,0.747,0.818,0.031,0.0425,0.014,0.043,0.0195,0.022,0.01
1.3157026767730713,0.763,0.8355,0.0255,0.0445,0.011,0.04,0.0165,0.0185,0.0085
